month,year,year_month,category,item,quantity,priority,vat,cost
October,2021,2021-10,food,Fish,2kg,no,yes,102.13
October,2021,2021-10,food,Frozen chicken portions,10kg,yes,yes,348.39
October,2021,2021-10,food,Full cream milk,6L,no,yes,81.01
October,2021,2021-10,food,Gizzards,2kg,no,yes,79.19
October,2021,2021-10,food,Green pepper,2kg,no,yes,43.21
October,2021,2021-10,food,Inyama yangapakhathi,2kg,no,yes,81.02
October,2021,2021-10,food,Maas,4L,no,no,49.84
October,2021,2021-10,food,Maize meal,30kg,yes,no,248.55
October,2021,2021-10,food,Margarine,1kg,no,yes,37.65
October,2021,2021-10,food,Onions,10kg,yes,no,65.08
October,2021,2021-10,food,Oranges,7kg,no,yes,40.04
October,2021,2021-10,food,Peanut butter,400g x2,no,yes,63.6
October,2021,2021-10,food,Polony,2.5kg,no,yes,57.06
October,2021,2021-10,food,Potatoes,10kg,yes,no,116.92
October,2021,2021-10,food,Rice,10kg,yes,yes,137.52
October,2021,2021-10,food,Salt,1kg,yes,yes,12.95
October,2021,2021-10,food,Samp,5kg,yes,no,49.59
October,2021,2021-10,food,Soup,400g x2,yes,yes,39.36
October,2021,2021-10,food,Spinach,8 bunches,no,no,78.83
October,2021,2021-10,food,Stock cubes,24 cubes x2,yes,yes,38.82
October,2021,2021-10,food,Sugar beans,5kg,yes,yes,169.62
October,2021,2021-10,food,Tea,250g,yes,yes,23.27
October,2021,2021-10,food,Tinned pilchards,400g x6,no,no,120.58
October,2021,2021-10,food,Tomatoes,6kg,no,no,103.81
October,2021,2021-10,food,Total,44 items,n/a,yes,4317.56
October,2021,2021-10,food,White bread,25 loaves,yes,yes,338.93
October,2021,2021-10,food,White sugar,10kg,yes,yes,164.62
October,2021,2021-10,food,Wors,2kg,no,yes,125.11
November,2021,2021-11,food,Apples,3kg,no,no,39.27
November,2021,2021-11,food,Apricot jam,900g,no,yes,28.8
November,2021,2021-11,food,Bananas,4kg,no,no,61.9
November,2021,2021-11,food,Beef,2kg,no,yes,171.56
November,2021,2021-11,food,Beef livers,2kg,no,yes,93.95
November,2021,2021-11,food,Brown bread,25 loaves,yes,no,311.81
November,2021,2021-11,food,Butternut,10kg,no,no,107.94
November,2021,2021-11,food,Cabbage,2 heads,no,no,30.64
November,2021,2021-11,food,Cake flour,10kg,yes,no,94.23
November,2021,2021-11,food,Canned beans,410g x6,no,yes,69.32
November,2021,2021-11,food,Carrots,5kg,no,yes,25.86
November,2021,2021-11,food,Chicken feet,2kg,no,yes,69.26
November,2021,2021-11,food,Chicken livers,2kg,no,yes,60.96
November,2021,2021-11,food,Cooking oil,5L,yes,no,135.77
November,2021,2021-11,food,Cremora,800g,no,yes,38.36
November,2021,2021-11,food,Curry powder,200g,yes,yes,31.38
November,2021,2021-11,food,Eggs,60 eggs,no,no,112.88
November,2021,2021-11,food,Fish,2kg,no,yes,106.44
November,2021,2021-11,food,Frozen chicken portions,10kg,yes,yes,347.54
November,2021,2021-11,food,Full cream milk,6L,no,yes,78.21
November,2021,2021-11,food,Gizzards,2kg,no,yes,81.61
November,2021,2021-11,food,Green pepper,2kg,no,yes,43.63
November,2021,2021-11,food,Inyama yangapakhathi,2kg,no,yes,81.11
November,2021,2021-11,food,Maas,4L,no,no,49.82
November,2021,2021-11,food,Maize meal,30kg,yes,no,244.29
November,2021,2021-11,food,Margarine,1kg,no,yes,37.82
November,2021,2021-11,food,Onions,10kg,yes,no,63.39
November,2021,2021-11,food,Oranges,7kg,no,yes,49.46
November,2021,2021-11,food,Peanut butter,400g x2,no,yes,63.19
November,2021,2021-11,food,Polony,2.5kg,no,yes,56.46
November,2021,2021-11,food,Potatoes,10kg,yes,no,87.71
November,2021,2021-11,food,Rice,10kg,yes,yes,139.64
November,2021,2021-11,food,Salt,1kg,yes,yes,12.82
November,2021,2021-11,food,Samp,5kg,yes,no,49.37
November,2021,2021-11,food,Soup,400g x2,yes,yes,39.93
November,2021,2021-11,food,Spinach,8 bunches,no,no,77.83
November,2021,2021-11,food,Stock cubes,24 cubes x2,yes,yes,37.04
November,2021,2021-11,food,Sugar beans,5kg,yes,yes,171.56
November,2021,2021-11,food,Tea,250g,yes,yes,23.25
November,2021,2021-11,food,Tinned pilchards,400g x6,no,no,120.47
November,2021,2021-11,food,Tomatoes,6kg,no,no,97.97
November,2021,2021-11,food,Total,44 items,n/a,yes,4272.44
November,2021,2021-11,food,White bread,25 loaves,yes,yes,341.59
November,2021,2021-11,food,White sugar,10kg,yes,yes,161.23
November,2021,2021-11,food,Wors,2kg,no,yes,125.17
December,2021,2021-12,food,Apples,3kg,no,no,42.05
December,2021,2021-12,food,Apricot jam,900g,no,yes,29.96
December,2021,2021-12,food,Bananas,4kg,no,no,61.34
December,2021,2021-12,food,Beef,2kg,no,yes,175.16
December,2021,2021-12,food,Beef livers,2kg,no,yes,95.13
December,2021,2021-12,food,Brown bread,25 loaves,yes,no,314.91
December,2021,2021-12,food,Butternut,10kg,no,no,85.07
December,2021,2021-12,food,Cabbage,2 heads,no,no,29.73
December,2021,2021-12,food,Cake flour,10kg,yes,no,95.87
December,2021,2021-12,food,Canned beans,410g x6,no,yes,71.18
December,2021,2021-12,food,Carrots,5kg,no,yes,30.33
December,2021,2021-12,food,Chicken feet,2kg,no,yes,68.18
December,2021,2021-12,food,Chicken livers,2kg,no,yes,61.96
December,2021,2021-12,food,Cooking oil,5L,yes,no,138.25
December,2021,2021-12,food,Cremora,800g,no,yes,38.04
December,2021,2021-12,food,Curry powder,200g,yes,yes,30.76
December,2021,2021-12,food,Eggs,60 eggs,no,no,110.29
December,2021,2021-12,food,Fish,2kg,no,yes,107.2
December,2021,2021-12,food,Frozen chicken portions,10kg,yes,yes,357.78
December,2021,2021-12,food,Full cream milk,6L,no,yes,78.81
December,2021,2021-12,food,Gizzards,2kg,no,yes,82.71
December,2021,2021-12,food,Green pepper,2kg,no,yes,42.67
December,2021,2021-12,food,Inyama yangapakhathi,2kg,no,yes,82.19
December,2021,2021-12,food,Maas,4L,no,no,49.37
December,2021,2021-12,food,Maize meal,30kg,yes,no,244.71
December,2021,2021-12,food,Margarine,1kg,no,yes,37.96
December,2021,2021-12,food,Onions,10kg,yes,no,66.43
December,2021,2021-12,food,Oranges,7kg,no,yes,59.02
December,2021,2021-12,food,Peanut butter,400g x2,no,yes,63.93
December,2021,2021-12,food,Polony,2.5kg,no,yes,56.64
December,2021,2021-12,food,Potatoes,10kg,yes,no,73.32
December,2021,2021-12,food,Rice,10kg,yes,yes,135.56
December,2021,2021-12,food,Salt,1kg,yes,yes,12.95
December,2021,2021-12,food,Samp,5kg,yes,no,48.52
December,2021,2021-12,food,Soup,400g x2,yes,yes,38.01
December,2021,2021-12,food,Spinach,8 bunches,no,no,76.75
December,2021,2021-12,food,Stock cubes,24 cubes x2,yes,yes,35.63
December,2021,2021-12,food,Sugar beans,5kg,yes,yes,172.88
December,2021,2021-12,food,Tea,250g,yes,yes,23.55
December,2021,2021-12,food,Tinned pilchards,400g x6,no,no,121.73
December,2021,2021-12,food,Tomatoes,6kg,no,no,94.66
December,2021,2021-12,food,Total,44 items,n/a,yes,4275.94
December,2021,2021-12,food,White bread,25 loaves,yes,yes,346.34
December,2021,2021-12,food,White sugar,10kg,yes,yes,167.06
December,2021,2021-12,food,Wors,2kg,no,yes,121.36
January,2022,2022-01,food,Apples,3kg,no,no,45.32
January,2022,2022-01,food,Apricot jam,900g,no,yes,31.19
January,2022,2022-01,food,Bananas,4kg,no,no,67.88
January,2022,2022-01,food,Beef,2kg,no,yes,173.03
January,2022,2022-01,food,Beef livers,2kg,no,yes,96.88
January,2022,2022-01,food,Brown bread,25 loaves,yes,no,316.01
January,2022,2022-01,food,Butternut,10kg,no,no,91.47
January,2022,2022-01,food,Cabbage,2 heads,no,no,29.63
January,2022,2022-01,food,Cake flour,10kg,yes,no,98.04
January,2022,2022-01,food,Canned beans,410g x6,no,yes,68.42
January,2022,2022-01,food,Carrots,5kg,no,yes,33.42
January,2022,2022-01,food,Chicken feet,2kg,no,yes,68.58
January,2022,2022-01,food,Chicken livers,2kg,no,yes,62.09
January,2022,2022-01,food,Cooking oil,5L,yes,no,140.9
January,2022,2022-01,food,Cremora,800g,no,yes,39.67
January,2022,2022-01,food,Curry powder,200g,yes,yes,32.38
January,2022,2022-01,food,Eggs,60 eggs,no,no,115.68
January,2022,2022-01,food,Fish,2kg,no,yes,103.1
January,2022,2022-01,food,Frozen chicken portions,10kg,yes,yes,371
January,2022,2022-01,food,Full cream milk,6L,no,yes,78.84
January,2022,2022-01,food,Gizzards,2kg,no,yes,81.75
January,2022,2022-01,food,Green pepper,2kg,no,yes,45.29
January,2022,2022-01,food,Inyama yangapakhathi,2kg,no,yes,80.04
January,2022,2022-01,food,Maas,4L,no,no,50.34
January,2022,2022-01,food,Maize meal,30kg,yes,no,248.56
January,2022,2022-01,food,Margarine,1kg,no,yes,37.92
January,2022,2022-01,food,Onions,10kg,yes,no,70.95
January,2022,2022-01,food,Oranges,7kg,no,yes,82.42
January,2022,2022-01,food,Peanut butter,400g x2,no,yes,66.25
January,2022,2022-01,food,Polony,2.5kg,no,yes,58.44
January,2022,2022-01,food,Potatoes,10kg,yes,no,69.31
January,2022,2022-01,food,Rice,10kg,yes,yes,138.24
January,2022,2022-01,food,Salt,1kg,yes,yes,13.06
January,2022,2022-01,food,Samp,5kg,yes,no,49.34
January,2022,2022-01,food,Soup,400g x2,yes,yes,39.4
January,2022,2022-01,food,Spinach,8 bunches,no,no,79.17
January,2022,2022-01,food,Stock cubes,24 cubes x2,yes,yes,39.26
January,2022,2022-01,food,Sugar beans,5kg,yes,yes,171.28
January,2022,2022-01,food,Tea,250g,yes,yes,23.56
January,2022,2022-01,food,Tinned pilchards,400g x6,no,no,125.35
January,2022,2022-01,food,Tomatoes,6kg,no,no,120.33
January,2022,2022-01,food,Total,44 items,n/a,yes,4401.02
January,2022,2022-01,food,White bread,25 loaves,yes,yes,348.19
January,2022,2022-01,food,White sugar,10kg,yes,yes,169.35
January,2022,2022-01,food,Wors,2kg,no,yes,129.69
February,2022,2022-02,food,Apples,3kg,no,no,46.24
February,2022,2022-02,food,Apricot jam,900g,no,yes,29.06
February,2022,2022-02,food,Bananas,4kg,no,no,63.29
February,2022,2022-02,food,Beef,2kg,no,yes,168.1
February,2022,2022-02,food,Beef livers,2kg,no,yes,98.09
February,2022,2022-02,food,Brown bread,25 loaves,yes,no,313.41
February,2022,2022-02,food,Butternut,10kg,no,no,74.36
February,2022,2022-02,food,Cabbage,2 heads,no,no,31.47
February,2022,2022-02,food,Cake flour,10kg,yes,no,95.47
February,2022,2022-02,food,Canned beans,410g x6,no,yes,69.2
February,2022,2022-02,food,Carrots,5kg,no,yes,30.55
February,2022,2022-02,food,Chicken feet,2kg,no,yes,66.42
February,2022,2022-02,food,Chicken livers,2kg,no,yes,64.75
February,2022,2022-02,food,Cooking oil,5L,yes,no,146.29
February,2022,2022-02,food,Cremora,800g,no,yes,41.22
February,2022,2022-02,food,Curry powder,200g,yes,yes,31.34
February,2022,2022-02,food,Eggs,60 eggs,no,no,109.23
February,2022,2022-02,food,Fish,2kg,no,yes,98.58
February,2022,2022-02,food,Frozen chicken portions,10kg,yes,yes,361.66
February,2022,2022-02,food,Full cream milk,6L,no,yes,79.16
February,2022,2022-02,food,Gizzards,2kg,no,yes,80.79
February,2022,2022-02,food,Green pepper,2kg,no,yes,42.13
February,2022,2022-02,food,Inyama yangapakhathi,2kg,no,yes,84.47
February,2022,2022-02,food,Maas,4L,no,no,49.5
February,2022,2022-02,food,Maize meal,30kg,yes,no,241.61
February,2022,2022-02,food,Margarine,1kg,no,yes,40.22
February,2022,2022-02,food,Onions,10kg,yes,no,71.83
February,2022,2022-02,food,Oranges,7kg,no,yes,107.53
February,2022,2022-02,food,Peanut butter,400g x2,no,yes,61.57
February,2022,2022-02,food,Polony,2.5kg,no,yes,59.37
February,2022,2022-02,food,Potatoes,10kg,yes,no,63.62
February,2022,2022-02,food,Rice,10kg,yes,yes,132.49
February,2022,2022-02,food,Salt,1kg,yes,yes,13.16
February,2022,2022-02,food,Samp,5kg,yes,no,50.53
February,2022,2022-02,food,Soup,400g x2,yes,yes,39.26
February,2022,2022-02,food,Spinach,8 bunches,no,no,90
February,2022,2022-02,food,Stock cubes,24 cubes x2,yes,yes,36.24
February,2022,2022-02,food,Sugar beans,5kg,yes,yes,173.2
February,2022,2022-02,food,Tea,250g,yes,yes,23.35
February,2022,2022-02,food,Tinned pilchards,400g x6,no,no,127.17
February,2022,2022-02,food,Tomatoes,6kg,no,no,113.76
February,2022,2022-02,food,Total,44 items,n/a,yes,4355.7
February,2022,2022-02,food,White bread,25 loaves,yes,yes,345.09
February,2022,2022-02,food,White sugar,10kg,yes,yes,165.26
February,2022,2022-02,food,Wors,2kg,no,yes,125.69
March,2022,2022-03,food,Apples,3kg,no,no,44.81
March,2022,2022-03,food,Apricot jam,900g,no,yes,29.26
March,2022,2022-03,food,Bananas,4kg,no,no,63.17
March,2022,2022-03,food,Beef,2kg,no,yes,171.43
March,2022,2022-03,food,Beef livers,2kg,no,yes,97.18
March,2022,2022-03,food,Brown bread,25 loaves,yes,no,323.43
March,2022,2022-03,food,Butternut,10kg,no,no,83.09
March,2022,2022-03,food,Cabbage,2 heads,no,no,34.21
March,2022,2022-03,food,Cake flour,10kg,yes,no,101.72
March,2022,2022-03,food,Canned beans,410g x6,no,yes,71.45
March,2022,2022-03,food,Carrots,5kg,no,yes,34.72
March,2022,2022-03,food,Chicken feet,2kg,no,yes,71.71
March,2022,2022-03,food,Chicken livers,2kg,no,yes,67.52
March,2022,2022-03,food,Cooking oil,5L,yes,no,150.81
March,2022,2022-03,food,Cremora,800g,no,yes,40.97
March,2022,2022-03,food,Curry powder,200g,yes,yes,29.87
March,2022,2022-03,food,Eggs,60 eggs,no,no,114.28
March,2022,2022-03,food,Fish,2kg,no,yes,101.62
March,2022,2022-03,food,Frozen chicken portions,10kg,yes,yes,363.67
March,2022,2022-03,food,Full cream milk,6L,no,yes,79.34
March,2022,2022-03,food,Gizzards,2kg,no,yes,79.13
March,2022,2022-03,food,Green pepper,2kg,no,yes,42.37
March,2022,2022-03,food,Inyama yangapakhathi,2kg,no,yes,85.13
March,2022,2022-03,food,Maas,4L,no,no,49.85
March,2022,2022-03,food,Maize meal,30kg,yes,no,244.2
March,2022,2022-03,food,Margarine,1kg,no,yes,39.08
March,2022,2022-03,food,Onions,10kg,yes,no,72.29
March,2022,2022-03,food,Oranges,7kg,no,yes,125.02
March,2022,2022-03,food,Peanut butter,400g x2,no,yes,63.34
March,2022,2022-03,food,Polony,2.5kg,no,yes,60.46
March,2022,2022-03,food,Potatoes,10kg,yes,no,63.71
March,2022,2022-03,food,Rice,10kg,yes,yes,133.92
March,2022,2022-03,food,Salt,1kg,yes,yes,13.03
March,2022,2022-03,food,Samp,5kg,yes,no,51.51
March,2022,2022-03,food,Soup,400g x2,yes,yes,39.37
March,2022,2022-03,food,Spinach,8 bunches,no,no,92.07
March,2022,2022-03,food,Stock cubes,24 cubes x2,yes,yes,37.33
March,2022,2022-03,food,Sugar beans,5kg,yes,yes,172.97
March,2022,2022-03,food,Tea,250g,yes,yes,24.47
March,2022,2022-03,food,Tinned pilchards,400g x6,no,no,125.09
March,2022,2022-03,food,Tomatoes,6kg,no,no,113.64
March,2022,2022-03,food,Total,44 items,n/a,yes,4450.09
March,2022,2022-03,food,White bread,25 loaves,yes,yes,355.42
March,2022,2022-03,food,White sugar,10kg,yes,yes,166.51
March,2022,2022-03,food,Wors,2kg,no,yes,125.89
April,2022,2022-04,food,Apples,3kg,no,no,40.84
April,2022,2022-04,food,Apricot jam,900g,no,yes,30.85
April,2022,2022-04,food,Bananas,4kg,no,no,67.53
April,2022,2022-04,food,Beef,2kg,no,yes,179.31
April,2022,2022-04,food,Beef livers,2kg,no,yes,98.05
April,2022,2022-04,food,Brown bread,25 loaves,yes,no,329.41
April,2022,2022-04,food,Butternut,10kg,no,no,80.14
April,2022,2022-04,food,Cabbage,2 heads,no,no,37.18
April,2022,2022-04,food,Cake flour,10kg,yes,no,104.73
April,2022,2022-04,food,Canned beans,410g x6,no,yes,71.53
April,2022,2022-04,food,Carrots,5kg,no,yes,35.38
April,2022,2022-04,food,Chicken feet,2kg,no,yes,70.81
April,2022,2022-04,food,Chicken livers,2kg,no,yes,64.78
April,2022,2022-04,food,Cooking oil,5L,yes,no,177.23
April,2022,2022-04,food,Cremora,800g,no,yes,41.47
April,2022,2022-04,food,Curry powder,200g,yes,yes,31.2
April,2022,2022-04,food,Eggs,60 eggs,no,no,118.96
April,2022,2022-04,food,Fish,2kg,no,yes,110.21
April,2022,2022-04,food,Frozen chicken portions,10kg,yes,yes,374.64
April,2022,2022-04,food,Full cream milk,6L,no,yes,80.73
April,2022,2022-04,food,Gizzards,2kg,no,yes,81.96
April,2022,2022-04,food,Green pepper,2kg,no,yes,44.68
April,2022,2022-04,food,Inyama yangapakhathi,2kg,no,yes,85.3
April,2022,2022-04,food,Maas,4L,no,no,50.15
April,2022,2022-04,food,Maize meal,30kg,yes,no,252.11
April,2022,2022-04,food,Margarine,1kg,no,yes,40.04
April,2022,2022-04,food,Onions,10kg,yes,no,73.37
April,2022,2022-04,food,Oranges,7kg,no,yes,89.8
April,2022,2022-04,food,Peanut butter,400g x2,no,yes,65.07
April,2022,2022-04,food,Polony,2.5kg,no,yes,64
April,2022,2022-04,food,Potatoes,10kg,yes,no,69.48
April,2022,2022-04,food,Rice,10kg,yes,yes,135.15
April,2022,2022-04,food,Salt,1kg,yes,yes,13.26
April,2022,2022-04,food,Samp,5kg,yes,no,53.04
April,2022,2022-04,food,Soup,400g x2,yes,yes,38.66
April,2022,2022-04,food,Spinach,8 bunches,no,no,105.35
April,2022,2022-04,food,Stock cubes,24 cubes x2,yes,yes,37.6
April,2022,2022-04,food,Sugar beans,5kg,yes,yes,172.16
April,2022,2022-04,food,Tea,250g,yes,yes,24.12
April,2022,2022-04,food,Tinned pilchards,400g x6,no,no,132.53
April,2022,2022-04,food,Tomatoes,6kg,no,no,113.13
April,2022,2022-04,food,Total,44 items,n/a,yes,4542.93
April,2022,2022-04,food,White bread,25 loaves,yes,yes,357.92
April,2022,2022-04,food,White sugar,10kg,yes,yes,170.04
April,2022,2022-04,food,Wors,2kg,no,yes,129.06
May,2022,2022-05,food,Apples,3kg,no,no,38.2
May,2022,2022-05,food,Apricot jam,900g,no,yes,30.37
May,2022,2022-05,food,Bananas,4kg,no,no,68.04
May,2022,2022-05,food,Beef,2kg,no,yes,178.62
May,2022,2022-05,food,Beef livers,2kg,no,yes,98.03
May,2022,2022-05,food,Brown bread,25 loaves,yes,no,330.85
May,2022,2022-05,food,Butternut,10kg,no,no,78.87
May,2022,2022-05,food,Cabbage,2 heads,no,no,38.3
May,2022,2022-05,food,Cake flour,10kg,yes,no,108.37
May,2022,2022-05,food,Canned beans,410g x6,no,yes,71.66
May,2022,2022-05,food,Carrots,5kg,no,yes,40.71
May,2022,2022-05,food,Chicken feet,2kg,no,yes,71.51
May,2022,2022-05,food,Chicken livers,2kg,no,yes,69.04
May,2022,2022-05,food,Cooking oil,5L,yes,no,201.9
May,2022,2022-05,food,Cremora,800g,no,yes,41.33
May,2022,2022-05,food,Curry powder,200g,yes,yes,29.99
May,2022,2022-05,food,Eggs,60 eggs,no,no,119.27
May,2022,2022-05,food,Fish,2kg,no,yes,110.11
May,2022,2022-05,food,Frozen chicken portions,10kg,yes,yes,381.66
May,2022,2022-05,food,Full cream milk,6L,no,yes,81.37
May,2022,2022-05,food,Gizzards,2kg,no,yes,81.46
May,2022,2022-05,food,Green pepper,2kg,no,yes,45.28
May,2022,2022-05,food,Inyama yangapakhathi,2kg,no,yes,89.52
May,2022,2022-05,food,Maas,4L,no,no,49.64
May,2022,2022-05,food,Maize meal,30kg,yes,no,259.54
May,2022,2022-05,food,Margarine,1kg,no,yes,40.21
May,2022,2022-05,food,Onions,10kg,yes,no,80.93
May,2022,2022-05,food,Oranges,7kg,no,yes,63.25
May,2022,2022-05,food,Peanut butter,400g x2,no,yes,64.8
May,2022,2022-05,food,Polony,2.5kg,no,yes,63.71
May,2022,2022-05,food,Potatoes,10kg,yes,no,77.43
May,2022,2022-05,food,Rice,10kg,yes,yes,133.03
May,2022,2022-05,food,Salt,1kg,yes,yes,13.01
May,2022,2022-05,food,Samp,5kg,yes,no,53.51
May,2022,2022-05,food,Soup,400g x2,yes,yes,39.4
May,2022,2022-05,food,Spinach,8 bunches,no,no,115.15
May,2022,2022-05,food,Stock cubes,24 cubes x2,yes,yes,39.11
May,2022,2022-05,food,Sugar beans,5kg,yes,yes,170.66
May,2022,2022-05,food,Tea,250g,yes,yes,24.21
May,2022,2022-05,food,Tinned pilchards,400g x6,no,no,133.54
May,2022,2022-05,food,Tomatoes,6kg,no,no,116.51
May,2022,2022-05,food,Total,44 items,n/a,yes,4609.89
May,2022,2022-05,food,White bread,25 loaves,yes,yes,363.67
May,2022,2022-05,food,White sugar,10kg,yes,yes,171.15
May,2022,2022-05,food,Wors,2kg,no,yes,132.95
June,2022,2022-06,food,Apples,3kg,no,no,35.91
June,2022,2022-06,food,Apricot jam,900g,no,yes,31.94
June,2022,2022-06,food,Bananas,4kg,no,no,63.29
June,2022,2022-06,food,Beef,2kg,no,yes,182.41
June,2022,2022-06,food,Beef livers,2kg,no,yes,98.5
June,2022,2022-06,food,Brown bread,25 loaves,yes,no,345.77
June,2022,2022-06,food,Butternut,10kg,no,no,79.51
June,2022,2022-06,food,Cabbage,2 heads,no,no,39.43
June,2022,2022-06,food,Cake flour,10kg,yes,no,115.9
June,2022,2022-06,food,Canned beans,410g x6,no,yes,73.89
June,2022,2022-06,food,Carrots,5kg,no,yes,35.67
June,2022,2022-06,food,Chicken feet,2kg,no,yes,73.38
June,2022,2022-06,food,Chicken livers,2kg,no,yes,68.29
June,2022,2022-06,food,Cooking oil,5L,yes,no,228.94
June,2022,2022-06,food,Cremora,800g,no,yes,43.58
June,2022,2022-06,food,Curry powder,200g,yes,yes,31.69
June,2022,2022-06,food,Eggs,60 eggs,no,no,119.84
June,2022,2022-06,food,Fish,2kg,no,yes,108.53
June,2022,2022-06,food,Frozen chicken portions,10kg,yes,yes,383.53
June,2022,2022-06,food,Full cream milk,6L,no,yes,83.01
June,2022,2022-06,food,Gizzards,2kg,no,yes,81.29
June,2022,2022-06,food,Green pepper,2kg,no,yes,49.71
June,2022,2022-06,food,Inyama yangapakhathi,2kg,no,yes,92.12
June,2022,2022-06,food,Maas,4L,no,no,51.13
June,2022,2022-06,food,Maize meal,30kg,yes,no,268.88
June,2022,2022-06,food,Margarine,1kg,no,yes,41.94
June,2022,2022-06,food,Onions,10kg,yes,no,85.57
June,2022,2022-06,food,Oranges,7kg,no,yes,51.75
June,2022,2022-06,food,Peanut butter,400g x2,no,yes,64.35
June,2022,2022-06,food,Polony,2.5kg,no,yes,62.61
June,2022,2022-06,food,Potatoes,10kg,yes,no,71.21
June,2022,2022-06,food,Rice,10kg,yes,yes,132.12
June,2022,2022-06,food,Salt,1kg,yes,yes,13.47
June,2022,2022-06,food,Samp,5kg,yes,no,55.29
June,2022,2022-06,food,Soup,400g x2,yes,yes,40.51
June,2022,2022-06,food,Spinach,8 bunches,no,no,114.59
June,2022,2022-06,food,Stock cubes,24 cubes x2,yes,yes,38.81
June,2022,2022-06,food,Sugar beans,5kg,yes,yes,172.68
June,2022,2022-06,food,Tea,250g,yes,yes,24.18
June,2022,2022-06,food,Tinned pilchards,400g x6,no,no,135.11
June,2022,2022-06,food,Tomatoes,6kg,no,no,108.52
June,2022,2022-06,food,Total,44 items,n/a,yes,4688.81
June,2022,2022-06,food,White bread,25 loaves,yes,yes,378.59
June,2022,2022-06,food,White sugar,10kg,yes,yes,173.17
June,2022,2022-06,food,Wors,2kg,no,yes,138.19
July,2022,2022-07,food,Maize meal,30kg,yes,no,283.54
July,2022,2022-07,food,Rice,10kg,yes,no,134.58
July,2022,2022-07,food,Cake Flour,10kg,yes,no,118.37
July,2022,2022-07,food,White sugar,10kg,yes,yes,175.9
July,2022,2022-07,food,Sugar beans,5kg,yes,no,172.85
July,2022,2022-07,food,Samp,5kg,yes,no,57.47
July,2022,2022-07,food,Cooking oil,5L,yes,no,230.44
July,2022,2022-07,food,Salt,1kg,yes,yes,13.87
July,2022,2022-07,food,Potatoes,10kg,yes,no,73.77
July,2022,2022-07,food,Onions,10kg,yes,no,86.8
July,2022,2022-07,food,Frozen chicken portions,10kg,yes,yes,377.13
July,2022,2022-07,food,Curry powder,200g,yes,yes,31.44
July,2022,2022-07,food,Stock cubes,24 cubes x2,yes,yes,40.04
July,2022,2022-07,food,Soup,400g x2,yes,yes,38.81
July,2022,2022-07,food,Tea,250g,yes,yes,24.8
July,2022,2022-07,food,Full cream milk,6L,no,no,83.98
July,2022,2022-07,food,Maas,4L,no,no,51.3
July,2022,2022-07,food,Eggs,60 eggs,no,no,121.17
July,2022,2022-07,food,Chicken feet,2kg,no,yes,73.36
July,2022,2022-07,food,Gizzards,2kg,no,yes,78.11
July,2022,2022-07,food,Chicken livers,2kg,no,yes,67.54
July,2022,2022-07,food,Beef livers,2kg,no,yes,97.25
July,2022,2022-07,food,Beef,2kg,no,yes,184.3
July,2022,2022-07,food,Wors,2kg,no,yes,135.37
July,2022,2022-07,food,Inyama yangaphakathi,2kg,no,yes,91.15
July,2022,2022-07,food,Fish,2kg,no,yes,116.56
July,2022,2022-07,food,Tomatoes,6kg,no,no,117.16
July,2022,2022-07,food,Carrots,5kg,no,no,40.05
July,2022,2022-07,food,Butternut,10kg,no,no,82.09
July,2022,2022-07,food,Spinach,8 bunches,no,no,120.14
July,2022,2022-07,food,Cabbage,2 heads,no,no,37.47
July,2022,2022-07,food,Green pepper,2kg,no,no,53.01
July,2022,2022-07,food,Cremora,800g,no,yes,44.29
July,2022,2022-07,food,Tinned pilchards,400g x6,no,no,138.26
July,2022,2022-07,food,Canned beans,410g x6,no,yes,73.18
July,2022,2022-07,food,Bananas,4kg,no,no,64.52
July,2022,2022-07,food,Apples,3kg,no,no,39.04
July,2022,2022-07,food,Oranges,7kg,no,no,50.51
July,2022,2022-07,food,Margarine,1kg,no,yes,41.04
July,2022,2022-07,food,Peanut butter,400g x2,no,yes,65.65
July,2022,2022-07,food,Polony,2.5kg,no,yes,63.86
July,2022,2022-07,food,Apricot jam,900g,no,yes,32.38
July,2022,2022-07,food,White bread,25 loaves,yes,yes,380.24
July,2022,2022-07,food,Brown bread,25 loaves,yes,no,346.09
July,2022,2022-07,food,Total,44 items,n/a,n/a,4748.87
August,2022,2022-08,food,Maize meal,30kg,yes,no,294.24
August,2022,2022-08,food,Rice,10kg,yes,no,134.47
August,2022,2022-08,food,Cake Flour,10kg,yes,no,121.74
August,2022,2022-08,food,White sugar,10kg,yes,yes,174.38
August,2022,2022-08,food,Sugar beans,5kg,yes,no,170.25
August,2022,2022-08,food,Samp,5kg,yes,no,58.63
August,2022,2022-08,food,Cooking oil,5L,yes,no,231.55
August,2022,2022-08,food,Salt,1kg,yes,yes,13.8
August,2022,2022-08,food,Potatoes,10kg,yes,no,72.53
August,2022,2022-08,food,Onions,10kg,yes,no,83.69
August,2022,2022-08,food,Frozen chicken portions,10kg,yes,yes,385.37
August,2022,2022-08,food,Curry powder,200g,yes,yes,30.53
August,2022,2022-08,food,Stock cubes,24 cubes x2,yes,yes,41.09
August,2022,2022-08,food,Soup,400g x2,yes,yes,41.61
August,2022,2022-08,food,Tea,250g,yes,yes,24.67
August,2022,2022-08,food,Full cream milk,6L,no,no,83.92
August,2022,2022-08,food,Maas,4L,no,no,50.99
